Car URL,Encoded City,Ignition Type,Fuel Type,Body Type,Kilometers Driven,Transmission Type,Number of Owners,Ownership History,Car Manufacturer,Car Model,Car Model Year,Car Variant,Car Price,Mileage (km/l),Engine Capacity (L),Max Power (hp),Torque (Nm),Seats Capacity,Wheel Size (inches),Year of Registration,Fuel Type (Overview),Seats (Overview),Kilometers Driven (Overview),RTO Location,Ownership Type,Engine Displacement (L),Transmission (Overview),Year of Manufacture,Log of Car Price,Log of Overview Kilometers Driven,Log of Engine Capacity,Log of Max Power,Engine Capacity Binned,Wheel Size Binned,Engine and Torque Interaction,Car Age (years),Encoded Variant Name,Trending Text Length,Has Power Steering,Mileage Binned
5949,0,0,4,3,120000,1,3,3,20,160,2015,1806,400000.0,23.1,998,67.04,90.0,5,0.0,2015.0,4,5,120000,165,4,998,1,2015,12.899222326086994,11.695255355062795,6.906754778648554,4.220095767527661,2,2,89820.0,8.0,337,151,1,0
90,0,0,4,8,32706,1,2,2,6,50,2018,288,811000.0,17.0,1497,121.31,150.0,5,16.0,2016.0,4,5,32706,135,3,1497,1,2018,13.606024566142413,10.395344401254501,7.311886164077165,4.806558805499272,3,0,224550.0,7.0,14,151,1,2
7770,0,0,4,3,11949,1,1,1,29,273,2018,129,585000.0,23.84,1199,84.0,114.0,5,14.0,2016.0,4,5,11949,133,1,1199,1,2018,13.279368835614243,9.388486557359657,7.090076835776092,4.442651256490317,3,1,136686.0,7.0,27,151,1,0
1158,0,0,4,9,17794,1,1,1,9,87,2014,101,462000.0,19.1,1197,81.86,113.75,5,14.0,2016.0,4,5,17794,167,1,1197,1,2014,13.043322334563697,9.786672797944293,7.088408778675395,4.417152436649256,3,1,136158.75,7.0,2,151,1,2
6551,0,0,1,8,60000,1,1,1,20,178,2015,987,790000.0,23.65,1248,88.5,200.0,5,16.0,2015.0,1,5,60000,134,1,1248,1,2015,13.579789490265188,11.002116507732017,7.130098510125578,4.4942386252808095,3,0,249600.0,8.0,3,151,1,0
5078,0,0,1,8,20000,1,1,1,12,101,2020,485,1900000.0,17.1,1956,170.0,350.0,5,17.0,2020.0,1,5,20000,134,1,1956,1,2020,14.45736497045232,9.90353755128617,7.579167967396076,5.14166355650266,3,0,684600.0,3.0,5,151,1,2
22,0,0,4,3,37772,1,1,1,4,37,2017,1684,345000.0,20.63,1198,67.0,104.0,5,0.0,2016.0,4,5,37772,135,1,1198,1,2017,12.75130259456002,10.53934984066981,7.089243155027514,4.219507705176107,3,2,124592.0,7.0,1,151,1,0
4786,0,0,4,8,30000,0,1,1,9,85,2021,1581,1200000.0,18.15,998,118.35,171.6,5,16.0,2021.0,4,5,30000,165,1,998,0,2021,13.997832948091215,10.308985993422082,6.906754778648554,4.782060352784839,2,0,171256.8,2.0,13,151,1,2
6012,0,0,4,9,37000,0,1,1,20,163,2018,834,960000.0,20.28,1462,103.25,138.0,5,16.0,2016.0,4,5,37000,133,1,1462,0,2018,13.774689605110144,10.518700218288165,7.288244401020124,4.646791860678911,3,0,201756.0,7.0,5,151,1,0
2609,0,0,4,3,11949,1,1,1,29,273,2017,133,585000.0,23.84,1199,84.0,114.0,5,0.0,2016.0,4,5,11949,133,1,1199,1,2017,13.279368835614243,9.388486557359657,7.090076835776092,4.442651256490317,3,2,136686.0,7.0,2,151,1,0
5816,0,0,4,3,50000,1,1,1,20,157,2018,85,690000.0,21.4,1197,83.1,115.0,5,0.0,2018.0,4,5,50000,409,1,1197,1,2018,13.444448325847754,10.819798284210286,7.088408778675395,4.432006566978902,3,2,137655.0,5.0,61,151,1,0
679,0,0,4,3,24887,0,1,1,9,77,2019,107,682000.0,18.9,1197,81.86,113.75,5,14.0,2016.0,4,5,24887,165,1,1197,0,2019,13.432786403100184,10.122141038577473,7.088408778675395,4.417152436649256,3,1,136158.75,7.0,15,151,1,2
3913,0,0,4,3,23000,0,1,1,8,66,2018,1794,825000.0,18.2,1199,88.7,110.0,5,15.0,2016.0,4,5,23000,133,1,1199,0,2018,13.623139877437296,10.043292972227004,7.090076835776092,4.49647076906475,3,1,131890.0,7.0,20,151,1,2
2624,0,0,4,3,48928,0,1,1,29,273,2018,134,595000.0,23.84,1199,83.83,114.0,5,14.0,2016.0,4,5,48928,133,1,1199,0,2018,13.296318365198623,10.79812554671483,7.090076835776092,4.440649253819643,3,1,136686.0,7.0,7,151,1,0
1263,0,0,1,8,108862,1,3,3,17,147,2014,1876,690000.0,15.1,2179,140.0,330.0,7,0.0,2016.0,1,7,108862,131,4,2179,1,2014,13.444448325847754,11.59784548994027,7.687080155783135,4.948759890378168,1,2,719070.0,7.0,19,151,1,2
5064,0,0,1,8,80000,1,1,1,12,101,2018,473,1350000.0,17.1,1956,170.0,350.0,5,17.0,2018.0,1,5,80000,199,1,1956,1,2018,14.115615891155079,11.289794413577894,7.579167967396076,5.14166355650266,3,0,684600.0,5.0,13,151,1,2
6981,0,0,1,8,16000,0,1,1,21,204,2022,625,5595000.0,18.9,1950,187.74,400.0,5,19.0,2016.0,1,5,16000,131,1,1950,0,2022,15.537384078459157,9.680406499268875,7.576097340623111,5.240370406593187,3,0,780000.0,7.0,1,151,1,2
929,0,0,1,3,65376,1,2,2,9,90,2014,852,521000.0,21.27,1396,88.76,219.6,5,14.0,2016.0,1,5,65376,160,3,1396,1,2014,13.163507240119458,11.087925793633502,7.242082359256962,4.497139441774387,3,1,306561.6,7.0,13,151,1,0
7718,0,0,4,8,10000,1,1,1,29,265,2022,1926,1005000.0000000001,17.33,1199,118.35,170.0,5,0.0,2022.0,4,5,10000,132,1,1199,1,2022,13.820499094499693,9.210440366976517,7.090076835776092,4.782060352784839,3,2,203830.0,1.0,2,151,1,2
3725,0,0,4,9,67000,1,2,2,8,63,2016,2099,775000.0,17.8,1497,117.3,145.0,5,15.0,2016.0,4,5,67000,167,3,1497,1,2016,13.560619598657233,11.112462823634855,7.311886164077165,4.773223770984341,3,1,217065.0,7.0,51,151,1,2
3036,0,0,1,9,100000,0,3,3,1,17,2011,752,2200000.0,18.48,1995,177.0,35.7,5,17.0,2011.0,1,5,100000,409,4,1995,0,2011,14.603968372873895,11.51293546492023,7.59890045687141,5.181783550292085,3,0,71221.5,12.0,3,151,1,2
2046,0,0,4,3,18083,1,1,1,20,179,2016,1806,582000.0,22.38,1197,88.5,113.0,5,0.0,2016.0,4,5,18083,134,1,1197,1,2016,13.274227444925158,9.802782848414497,7.088408778675395,4.4942386252808095,3,2,135261.0,7.0,337,151,1,0
7282,0,0,4,8,30000,1,1,1,27,236,2020,1453,1090000.0,16.42,1498,104.55,142.0,5,0.0,2020.0,4,5,30000,131,1,1498,1,2020,13.901689171636098,10.308985993422082,7.312553498102598,4.65918477429433,3,2,212716.0,3.0,2,151,1,2
2611,0,0,4,3,57634,1,2,2,29,273,2016,129,457000.0,23.84,1199,84.0,114.0,5,14.0,2016.0,4,5,57634,135,3,1199,1,2016,13.032440858057756,10.961885301035114,7.090076835776092,4.442651256490317,3,1,136686.0,7.0,27,151,1,0
7067,0,0,4,9,50000,0,2,2,21,211,2016,1491,4900000.0,7.81,4663,453.26,700.0,5,19.0,2016.0,4,5,50000,409,3,4663,0,2016,15.404745967162468,10.819798284210286,8.447628728030327,6.11866972134327,0,0,3264100.0,7.0,2,151,1,1
3727,0,0,4,9,110000,1,1,1,8,63,2015,2099,550000.0,17.4,1497,117.3,145.0,5,15.0,2015.0,4,5,110000,108,1,1497,1,2015,13.217675375388819,11.608244735642321,7.311886164077165,4.773223770984341,3,1,217065.0,8.0,51,151,1,2
1045,0,0,4,3,23447,0,1,1,9,81,2018,1646,570000.0,20.3,1086,68.0,99.0,5,0.0,2016.0,4,5,23447,134,1,1086,0,2018,13.25339339419516,10.062540482390729,6.99117688712121,4.23410650459726,3,2,107514.0,7.0,10,151,1,0
4715,0,0,3,3,30000,1,2,2,9,82,2009,1144,220000.00000000003,13.45,1086,62.1,96.1,5,13.0,2009.0,3,5,30000,409,3,1086,1,2009,12.301387370778714,10.308985993422082,6.99117688712121,4.144720769547168,3,1,104364.59999999999,14.0,2,151,1,2
6959,0,0,4,9,33000,0,1,1,21,200,2017,1106,4145000.0000000005,15.0,1991,194.4,300.0,5,17.0,2016.0,4,5,33000,135,1,1991,0,2017,15.237413587806026,10.404293143019792,7.596894438144544,5.275048739608683,3,0,597300.0,7.0,1,151,1,2
1266,0,0,1,8,87667,1,2,2,17,147,2014,1876,861000.0,15.1,2179,140.0,330.0,7,0.0,2016.0,1,7,87667,134,3,2179,1,2014,13.66585094484938,11.38131223150161,7.687080155783135,4.948759890378168,1,2,719070.0,7.0,19,151,1,2
2838,0,0,1,9,40000,0,2,2,0,3,2016,689,1785000.0000000002,17.11,1968,174.33,380.0,5,16.0,2016.0,1,5,40000,165,3,1968,0,2016,14.394929533419809,10.596659732783579,7.585281078639126,5.166669912482037,3,0,747840.0,7.0,8,151,1,2
1272,0,0,1,8,79012,1,2,2,17,147,2014,1887,802999.9999999999,15.1,2179,140.0,330.0,7,17.0,2016.0,1,7,79012,165,3,2179,1,2014,13.596111238258136,11.277367674873172,7.687080155783135,4.948759890378168,1,0,719070.0,7.0,12,151,1,2
5104,0,0,1,8,31344,1,1,1,12,101,2021,1361,2565000.0,17.1,1956,167.67,350.0,5,18.0,2016.0,1,5,31344,135,1,1956,1,2021,14.757469426450479,10.352810043708068,7.579167967396076,5.127944143269923,3,0,684600.0,7.0,4,151,1,2
4976,0,0,4,9,50000,1,1,1,9,87,2018,166,674000.0,20.14,1197,81.86,113.75,5,14.0,2018.0,4,5,50000,409,1,1197,1,2018,13.420986873572868,10.819798284210286,7.088408778675395,4.417152436649256,3,1,136158.75,5.0,5,151,1,0
2256,0,0,4,3,12434,1,1,1,20,184,2015,1823,349000.0,20.51,998,67.04,90.0,5,0.0,2016.0,4,5,12434,428,1,998,1,2015,12.762830066509972,9.428270356237505,6.906754778648554,4.220095767527661,2,2,89820.0,7.0,69,151,1,0
6142,0,0,4,5,60000,1,2,2,20,165,2019,2068,1050000.0,19.34,1462,103.0,138.0,7,0.0,2019.0,4,7,60000,167,3,1462,1,2019,13.864301674514206,11.002116507732017,7.288244401020124,4.6443908991413725,3,2,201756.0,4.0,3,151,1,2
6896,0,0,1,9,12000,0,1,1,21,197,2019,1430,4425000.0,12.6,1950,194.0,400.0,5,17.0,2016.0,1,5,12000,165,1,1950,0,2019,15.302781062412842,9.392745258631441,7.576097340623111,5.272999558563747,3,0,780000.0,7.0,7,151,1,2
2253,0,0,4,3,40987,1,2,2,20,184,2015,1823,405999.99999999994,20.51,998,67.04,90.0,5,0.0,2016.0,4,5,40987,167,3,998,1,2015,12.914110901635024,10.621034619919609,6.906754778648554,4.220095767527661,2,2,89820.0,7.0,69,151,1,0
3048,0,0,4,9,18157,0,1,1,1,17,2020,759,4965000.0,15.56,1998,248.08,350.0,5,18.0,2016.0,4,5,18157,165,1,1998,0,2020,15.417924056871259,9.806866513931702,7.6004023345004,5.517774130004251,3,0,699300.0,7.0,1,151,1,2
7908,0,0,1,8,120000,1,3,3,30,285,2011,640,1100000.0,11.5,2982,171.0,343.0,7,17.0,2011.0,1,7,120000,163,4,2982,1,2011,13.910821646859095,11.695255355062795,8.000684784514748,5.147494476813453,1,0,1022826.0,12.0,9,151,1,2
7283,0,0,1,8,40000,0,2,2,27,236,2020,1467,1100000.0,19.87,1461,108.5,245.0,5,16.0,2020.0,1,5,40000,165,3,1461,0,2020,13.910821646859095,10.596659732783579,7.2875606403097235,4.695924549256556,3,0,357945.0,3.0,1,151,1,2
989,0,0,4,3,89667,1,1,1,9,90,2016,1643,594000.0,18.6,1197,81.83,114.7,5,0.0,2016.0,4,5,89667,146,1,1197,1,2016,13.29463628184505,11.403869239693787,7.088408778675395,4.416790314610172,3,2,137295.9,7.0,66,151,1,2
4579,0,0,1,3,120000,1,1,1,9,90,2017,863,710000.0,22.54,1396,88.73,219.7,5,16.0,2017.0,1,5,120000,135,1,1396,1,2017,13.47302165746721,11.695255355062795,7.242082359256962,4.496805161309966,3,0,306701.2,6.0,5,151,1,0
1538,0,0,4,3,56997,1,1,1,20,157,2017,175,692000.0,21.4,1197,83.1,115.0,5,16.0,2016.0,4,5,56997,133,1,1197,1,2017,13.447342679685468,10.9507714584818,7.088408778675395,4.432006566978902,3,0,137655.0,7.0,50,151,1,0
4185,0,0,4,9,120000,1,1,1,9,75,2013,1548,650000.0,16.3,1797,147.5,177.5,5,16.0,2013.0,4,5,120000,160,1,1797,1,2013,13.384729180332174,11.695255355062795,7.494430215031565,5.000584958242754,3,0,318967.5,10.0,9,151,1,2
2863,0,0,1,9,59000,0,1,1,0,4,2015,688,2089999.9999999998,18.53,1968,187.74,400.0,5,18.0,2016.0,1,5,59000,108,1,1968,0,2015,14.55267510240978,10.985309671896763,7.585281078639126,5.240370406593187,3,0,787200.0,7.0,5,151,1,2
1365,0,0,4,3,18835,1,1,1,20,155,2021,1845,411000.00000000006,22.05,796,47.33,69.0,5,0.0,2016.0,4,5,18835,164,1,796,1,2021,12.926350926565437,9.843525211363445,6.680854678790215,3.8780524858569927,2,2,54924.0,7.0,11,151,1,0
5407,0,0,1,8,120000,1,2,2,17,138,2010,1537,650000.0,12.05,2179,120.0,290.0,7,16.0,2010.0,1,7,120000,146,3,2179,1,2010,13.384729180332174,11.695255355062795,7.687080155783135,4.795790545596741,1,0,631910.0,13.0,1,151,1,2
7148,0,0,4,3,40000,0,1,1,22,213,2016,950,3675000.0,17.33,1998,189.08,280.0,4,16.0,2016.0,4,4,40000,165,1,1998,0,2016,15.11706396273788,10.596659732783579,7.6004023345004,5.24744503617428,3,0,559440.0,7.0,1,151,1,2
2648,0,0,4,3,60932,1,1,1,29,273,2019,1963,610000.0,23.84,1199,83.83,114.0,5,15.0,2016.0,4,5,60932,133,1,1199,1,2019,13.321215875492413,11.017530178859595,7.090076835776092,4.440649253819643,3,1,136686.0,7.0,10,151,1,0
5151,0,0,4,8,33539,0,2,2,13,107,2020,1163,1675000.0,16.5,1353,138.08,242.0,5,17.0,2016.0,4,5,33539,135,3,1353,0,2020,14.331324320256051,10.4204940353772,7.21081845347222,4.935049307139661,3,0,327426.0,7.0,15,151,1,2
2608,0,0,4,3,66837,1,2,2,29,273,2018,133,530000.0,23.84,1199,84.0,114.0,5,0.0,2016.0,4,5,66837,135,3,1199,1,2018,13.180634172318978,11.110027060059378,7.090076835776092,4.442651256490317,3,2,136686.0,7.0,2,151,1,0
6926,0,0,1,9,400,0,1,1,21,200,2022,784,7990000.000000001,18.9,2925,281.61,600.0,5,18.0,2016.0,1,5,400,167,1,2925,0,2022,15.893701442898895,5.993961427306569,7.98139158158007,5.644067855328544,1,0,1755000.0,7.0,1,151,1,2
5758,0,0,4,3,60000,1,2,2,20,154,2008,1290,250000.0,19.7,796,46.3,62.0,5,12.0,2008.0,4,5,60000,409,3,796,1,2008,12.429220196836383,11.002116507732017,6.680854678790215,3.856510295497887,2,1,49352.0,15.0,32,151,1,2
976,0,0,4,3,44285,1,1,1,9,90,2019,1353,715000.0,18.6,1197,81.86,117.0,5,0.0,2016.0,4,5,44285,138,1,1197,1,2019,13.480039220276565,10.698423878998108,7.088408778675395,4.417152436649256,3,2,140049.0,7.0,7,151,1,2
6975,0,0,1,8,100000,0,2,2,21,203,2014,703,3500000.0,11.3,2987,254.8,619.0,7,19.0,2014.0,1,7,100000,211,3,2987,0,2014,15.068273812173887,11.51293546492023,8.002359546252707,5.5443958891447425,1,0,1848953.0,9.0,6,151,1,2
7671,0,0,1,8,25000,0,1,1,29,264,2021,1995,2250000.0,14.08,1956,167.67,350.0,6,18.0,2016.0,1,6,25000,146,1,1956,0,2021,14.626441218624949,10.12667110305036,7.579167967396076,5.127944143269923,3,0,684600.0,7.0,6,151,1,2
611,0,0,4,3,36735,1,1,1,9,77,2018,92,625000.0,18.9,1197,81.86,113.75,5,14.0,2016.0,4,5,36735,133,1,1197,1,2018,13.345508528717259,10.511512479679238,7.088408778675395,4.417152436649256,3,1,136158.75,7.0,20,151,1,2
2936,0,0,1,8,79000,0,1,1,0,10,2015,693,2695000.0,12.07,2967,241.4,550.0,7,18.0,2016.0,1,7,79000,165,1,2967,0,2015,14.80690913338268,11.277215789596893,7.995643604287271,5.490589254195159,1,0,1631850.0,7.0,13,151,1,2
5409,0,0,1,8,120000,1,2,2,17,138,2010,1539,650000.0,12.05,2179,120.0,290.0,8,16.0,2010.0,1,8,120000,146,3,2179,1,2010,13.384729180332174,11.695255355062795,7.687080155783135,4.795790545596741,1,0,631910.0,13.0,1,151,1,2
7327,0,0,4,3,10000,0,1,1,27,238,2022,24,550000.0,22.0,999,67.0,91.0,5,0.0,2022.0,4,5,10000,164,1,999,0,2022,13.217675375388819,9.210440366976517,6.907755278982137,4.219507705176107,2,2,90909.0,1.0,10,151,1,0
2572,0,0,1,8,53645,1,1,1,29,265,2018,297,825000.0,21.5,1497,108.5,260.0,5,0.0,2016.0,1,5,53645,135,1,1497,1,2018,13.623139877437296,10.890162187963373,7.311886164077165,4.695924549256556,3,2,389220.0,7.0,2,151,1,0
4238,0,0,4,3,100000,1,2,2,9,76,2006,1140,220000.00000000003,15.3,1341,83.0,115.0,5,13.0,2006.0,4,5,100000,133,3,1341,1,2006,12.301387370778714,11.51293546492023,7.201916317531627,4.430816798843313,3,1,154215.0,17.0,26,151,1,2
1613,0,0,4,3,53982,0,1,1,20,160,2014,1814,428000.0,26.68,998,65.71,89.0,5,0.0,2016.0,4,5,53982,133,1,998,0,2014,12.966880811009803,10.89642446116701,6.906754778648554,4.200354866721424,2,2,88822.0,7.0,26,151,1,0
7468,0,0,1,9,110000,1,1,1,28,249,2014,324,695000.0,21.14,1498,103.52,250.0,5,15.0,2014.0,1,5,110000,133,1,1498,1,2014,13.451668563394815,11.608244735642321,7.312553498102598,4.649378440652412,3,1,374500.0,9.0,1,151,1,0
3346,0,0,4,8,37741,1,2,2,6,50,2019,286,930000.0000000001,15.9,1496,120.69,149.0,5,16.0,2016.0,4,5,37741,131,3,1496,1,2019,13.742940940397679,10.53852881168904,7.311218384419629,4.801476827348709,3,0,222904.0,7.0,6,151,1,2
1364,0,0,4,3,17367,1,1,1,20,155,2021,1845,455000.0,22.05,796,47.33,69.0,5,0.0,2016.0,4,5,17367,132,1,796,1,2021,13.02805489573287,9.762384711558127,6.680854678790215,3.8780524858569927,2,2,54924.0,7.0,11,151,1,0
4066,0,0,1,8,94000,1,1,1,9,73,2017,376,1195000.0,19.67,1582,126.2,259.9,5,16.0,2016.0,1,5,94000,135,1,1582,1,2017,13.993657580167481,11.451060699493427,7.367077059881012,4.845760650906022,3,0,411161.8,7.0,5,151,1,2
7584,0,0,1,8,33700,0,1,1,29,256,2021,1998,2175000.0,14.6,1956,167.67,350.0,5,17.0,2016.0,1,5,33700,134,1,1956,0,2021,14.59253968227493,10.425282789490705,7.579167967396076,5.127944143269923,3,0,684600.0,7.0,1,151,1,2
2060,0,0,4,3,54601,1,3,3,20,179,2014,1806,442000.0,22.38,1197,88.5,113.0,5,0.0,2016.0,4,5,54601,167,4,1197,1,2014,12.999067423500716,10.907825791098762,7.088408778675395,4.4942386252808095,3,2,135261.0,7.0,337,151,1,0
6459,0,0,1,3,110000,1,1,1,20,179,2018,1764,690000.0,28.4,1248,74.0,190.0,5,0.0,2018.0,1,5,110000,160,1,1248,1,2018,13.444448325847754,11.608244735642321,7.130098510125578,4.31748811353631,3,2,237120.0,5.0,78,151,1,0
1693,0,0,4,3,64000,1,2,2,20,160,2017,2055,500000.0,23.1,998,67.04,90.0,5,14.0,2016.0,4,5,64000,134,3,998,1,2017,13.122365377402328,11.06665398721974,6.906754778648554,4.220095767527661,2,1,89820.0,7.0,5,151,1,0
3001,0,0,1,9,40525,0,1,1,1,15,2016,1299,3395000.0000000005,21.76,1995,188.0,400.0,5,18.0,2016.0,1,5,40525,171,1,1995,0,2016,15.0378146135257,10.609699022425275,7.59890045687141,5.241747015059643,3,0,798000.0,7.0,7,151,1,0
6041,0,0,1,9,100000,1,1,1,20,163,2015,1770,650000.0,26.21,1248,88.5,200.0,5,0.0,2015.0,1,5,100000,409,1,1248,1,2015,13.384729180332174,11.51293546492023,7.130098510125578,4.4942386252808095,3,2,249600.0,8.0,4,151,1,0
415,0,0,4,3,44154,0,2,2,8,66,2016,160,537000.0,19.0,1199,88.7,110.0,5,15.0,2016.0,4,5,44154,133,3,1199,0,2016,13.19375523568666,10.695461449902902,7.090076835776092,4.49647076906475,3,1,131890.0,7.0,21,151,1,2
7381,0,0,1,5,70000,1,1,1,27,240,2016,462,750000.0,19.98,1461,108.5,245.0,7,15.0,2016.0,1,7,70000,409,1,1461,1,2016,13.527829818844937,11.156264806643742,7.2875606403097235,4.695924549256556,3,1,357945.0,7.0,2,151,1,2
7449,0,0,4,9,79000,0,1,1,28,248,2018,437,1789999.9999999998,15.1,1798,178.0,250.0,5,16.0,2016.0,4,5,79000,147,1,1798,0,2018,14.397726736475999,11.277215789596893,7.494986233950533,5.187385805840755,3,0,449500.0,7.0,6,151,1,2
2606,0,0,4,3,68039,1,2,2,29,273,2017,127,468000.0,23.84,1199,84.0,114.0,5,0.0,2016.0,4,5,68039,167,3,1199,1,2017,13.056225711649638,11.127851046509798,7.090076835776092,4.442651256490317,3,2,136686.0,7.0,3,151,1,0
6206,0,0,4,3,60000,1,2,2,20,175,2014,1847,420000.0,18.5,1197,85.8,114.0,5,0.0,2014.0,4,5,60000,133,3,1197,1,2014,12.948012371209098,11.002116507732017,7.088408778675395,4.463606621666305,3,2,136458.0,9.0,29,151,1,2
6204,0,0,4,3,60000,1,2,2,20,175,2014,1847,420000.0,18.5,1197,85.8,114.0,5,0.0,2014.0,4,5,60000,133,3,1197,1,2014,12.948012371209098,11.002116507732017,7.088408778675395,4.463606621666305,3,2,136458.0,9.0,29,151,1,2
4590,0,0,4,3,10000,1,1,1,9,90,2021,871,919999.9999999999,20.0,998,118.36,171.62,5,16.0,2021.0,4,5,10000,165,1,998,1,2021,13.732130035981154,9.210440366976517,6.906754778648554,4.782144136455451,2,0,171276.76,2.0,2,151,1,2
385,0,0,4,9,49873,1,1,1,8,63,2013,1754,533000.0,16.8,1497,116.3,146.0,5,15.0,2016.0,4,5,49873,135,1,1497,1,2013,13.186278579318829,10.817255103865845,7.311886164077165,4.76473475565943,3,1,218562.0,7.0,32,151,1,2
8213,0,0,4,3,90000,0,3,3,31,300,2013,1156,850000.0,17.2,1197,103.6,175.0,5,15.0,2013.0,4,5,90000,133,4,1197,0,2013,13.652992804936396,11.407576060361786,7.088408778675395,4.650143551630823,3,1,209475.0,10.0,18,151,1,2
2512,0,0,1,9,48960,1,2,2,28,249,2017,322,751000.0,21.13,1498,108.6,250.0,5,15.0,2016.0,1,5,48960,166,3,1498,1,2017,13.529162262303307,10.798779341814225,7.312553498102598,4.696837374513915,3,1,374500.0,7.0,6,151,1,0
4306,0,0,1,3,70000,1,2,2,9,77,2014,928,388000.0,24.0,1120,70.0,160.0,5,0.0,2014.0,1,5,70000,134,3,1120,1,2014,12.868763195921677,11.156264806643742,7.02197642307216,4.2626798770413155,3,2,179200.0,9.0,2,151,1,0
4638,0,0,4,3,68000,1,2,2,9,90,2013,1643,490000.00000000006,18.5,1197,82.85,113.7,5,14.0,2016.0,4,5,68000,165,3,1197,1,2013,13.102162710901053,11.127277689932466,7.088408778675395,4.429029488269218,3,1,136098.9,7.0,66,151,1,2
1213,0,0,1,8,23017,1,1,1,17,133,2016,2121,494000.00000000006,25.32,1198,77.0,190.0,6,0.0,2016.0,1,6,23017,134,1,1198,1,2016,13.11029282045951,10.044031797528437,7.089243155027514,4.356708826689592,3,2,227620.0,7.0,1,151,1,0
4562,0,0,1,3,83000,1,2,2,9,90,2013,852,525000.0,21.27,1396,88.76,219.6,5,14.0,2016.0,1,5,83000,133,3,1396,1,2013,13.171155446333852,11.326607934898927,7.242082359256962,4.497139441774387,3,1,306561.6,7.0,13,151,1,0
3105,0,0,1,8,92000,0,2,2,1,21,2016,2154,2890000.0,16.55,1995,187.74,400.0,5,19.0,2016.0,1,5,92000,165,3,1995,0,2016,14.876767406109316,11.429554725537322,7.59890045687141,5.240370406593187,3,0,798000.0,7.0,2,151,1,2
2301,0,0,4,3,62139,1,1,1,20,184,2018,1846,550000.0,20.51,998,67.04,90.0,5,0.0,2016.0,4,5,62139,167,1,998,1,2018,13.217675375388819,11.037145182947038,6.906754778648554,4.220095767527661,2,2,89820.0,7.0,1,151,1,0
4432,0,0,3,3,74000,1,1,1,9,89,2013,1348,365000.0,19.2,1086,68.05,99.04,5,13.0,2016.0,3,5,74000,134,1,1086,1,2013,12.807655372286902,11.211833885608513,6.99117688712121,4.234830879855301,3,1,107557.44,7.0,1,151,1,2
2398,0,0,4,3,26500,0,2,2,27,238,2016,2,420000.0,24.04,999,67.0,91.0,5,0.0,2016.0,4,5,26500,167,3,999,0,2016,12.948012371209098,10.184937747111391,6.907755278982137,4.219507705176107,2,2,90909.0,7.0,9,151,1,0
8325,0,0,1,9,81716,0,1,1,32,308,2017,970,1895000.0,27.03,1969,190.0,400.0,5,17.0,2016.0,1,5,81716,131,1,1969,0,2017,14.45472992420301,11.311017337538173,7.585788821732034,5.25227342804663,3,0,787600.0,7.0,3,151,1,0
6933,0,0,1,9,24000,0,2,2,21,200,2018,1051,5990000.0,17.0,2987,254.8,620.0,5,17.0,2016.0,1,5,24000,133,3,2987,0,2018,15.605602137036527,10.085850775128717,8.002359546252707,5.5443958891447425,1,0,1851940.0,7.0,2,151,1,2
5480,0,0,4,8,10000,0,1,1,17,146,2022,1877,1050000.0,17.0,1197,108.6,200.0,5,0.0,2022.0,4,5,10000,133,1,1197,0,2022,13.864301674514206,9.210440366976517,7.088408778675395,4.696837374513915,3,2,239400.0,1.0,3,151,1,2
7097,0,0,4,8,18000,0,1,1,16,123,2021,1605,2075000.0,16.56,1451,141.0,250.0,6,18.0,2016.0,4,6,18000,165,1,1451,0,2021,14.54547219357453,9.798182590890704,7.280697195384741,4.955827057601261,3,0,362750.0,7.0,10,151,0,2
232,0,0,4,3,38197,1,1,1,8,61,2013,1504,394000.0,19.4,1198,86.8,109.0,5,0.0,2016.0,4,5,38197,133,1,1198,1,2013,12.884108726347916,10.5505384372031,7.089243155027514,4.475061500641071,3,2,130582.0,7.0,40,151,1,2
5898,0,0,4,3,23000,0,2,2,20,157,2017,2077,725000.0,19.56,1197,81.8,113.0,5,16.0,2016.0,4,5,23000,165,3,1197,0,2017,13.493928313146206,10.043292972227004,7.088408778675395,4.416428061391214,3,0,135261.0,7.0,7,151,1,2
5709,0,0,4,3,50000,1,1,1,20,156,2013,1268,240000.0,20.92,998,67.1,90.0,5,13.0,2013.0,4,5,50000,132,1,998,1,2013,12.388398368982115,10.819798284210286,6.906754778648554,4.220977213155467,2,1,89820.0,10.0,145,151,1,0
7299,0,0,4,8,10000,0,1,1,27,239,2022,1469,835000.0,19.03,999,71.01,96.0,5,16.0,2022.0,4,5,10000,167,1,999,0,2022,13.635188201437066,9.210440366976517,6.907755278982137,4.276804998260776,2,0,95904.0,1.0,3,151,1,2
612,0,0,4,3,19000,1,1,1,9,77,2019,92,695000.0,18.9,1197,81.86,113.75,5,14.0,2016.0,4,5,19000,134,1,1197,1,2019,13.451668563394815,9.852246888342531,7.088408778675395,4.417152436649256,3,1,136158.75,7.0,20,151,1,2
5147,0,0,4,8,14000,0,1,1,13,107,2020,1163,1725000.0,16.5,1353,138.08,242.0,5,17.0,2016.0,4,5,14000,131,1,1353,0,2020,14.360738188157574,9.546884034617925,7.21081845347222,4.935049307139661,3,0,327426.0,7.0,15,151,1,2
